sale_id,transaction_id,listing_price,sale_price,sale_date
214,214,2009574.28,1748352.23,2023-07-30
215,215,7324.99,6996.41,2024-02-03
216,216,21342931.84,19430498.92,2023-07-08
217,217,4847.4,4658.1,2023-10-19
218,218,11657.4,9233.38,2023-12-18
219,219,22561010.24,17758904.83,2022-11-18
220,220,7329.43,6130.6,2022-12-11
221,221,14621584.4,14587242.55,2023-01-06
222,222,8197.92,8001.39,2024-05-01
223,223,5379.33,4936.13,2024-05-29
224,224,20271196.53,16114905.05,2023-08-13
225,225,2513408.72,2142966.61,2022-12-01
226,226,17329574.45,16569326.13,2023-04-26
227,227,8814.88,6865.48,2023-08-25
228,228,2202.49,1790.37,2024-06-22
229,229,6120657.47,5444161.49,2024-04-06
230,230,2845.03,2684.14,2023-03-12
231,231,11685059.03,9726315.42,2024-04-08
232,232,3396.12,2706.79,2022-10-01
233,233,17344039.96,15314223.55,2023-01-26
234,234,6328.47,5951.56,2022-10-10
235,235,2199.49,1837.2,2023-03-13
236,236,972.75,940.53,2023-05-31
237,237,1897451.01,1648802.72,2023-10-31
238,238,4474037.19,4433335.73,2023-07-25
239,239,9028.28,7622.95,2023-12-21
240,240,3836.23,3639.41,2022-10-15
241,241,9844.44,8763.42,2022-08-23
242,242,5319712.1,4605834.1,2023-07-09
243,243,11234702.48,11201302.03,2022-09-14
244,244,1667.79,1565.8,2022-08-22
245,245,1698.73,1384.21,2023-04-26
246,246,4962790.76,4035648.02,2023-03-26
247,247,3984519.08,3162489.42,2023-04-22
248,248,5005.87,4784.14,2023-06-11
249,249,9607.14,7473.25,2022-12-07
250,250,4464817.97,3810538.75,2024-02-10
251,251,6917.23,6749.69,2023-06-11
252,252,22844760.06,18121720.68,2023-07-24
253,253,2333.02,1814.18,2023-06-10
254,254,21972142.65,18742491.92,2022-10-11
255,255,12210991.05,9681606.27,2023-03-04
256,256,10998.97,9265.78,2023-09-17
257,257,9447.36,9031.79,2022-12-25
258,258,6966.68,5563.63,2024-05-29
259,259,13819408.17,11401595.56,2023-06-28
260,260,8263544.76,8000368.94,2023-08-29
261,261,3324147.21,2671266.06,2023-10-12
262,262,6866.59,6497.22,2024-02-14
263,263,17922042.14,14570306.43,2022-08-20
264,264,1794.17,1541.4,2023-08-30
265,265,2929353.88,2447285.12,2023-02-18
266,266,7720017.63,7480580.09,2024-05-10
267,267,1597816.99,1281027.28,2023-02-20
268,268,12258554.62,12112941.31,2023-09-12
269,269,5108497.16,4079490.87,2023-04-28
270,270,1807638.23,1726763.28,2024-06-24
271,271,2090755.38,1797746.32,2024-04-21
272,272,2747.43,2646.19,2024-04-13
273,273,9010718.26,7833051.57,2024-05-24
274,274,8675791.07,7097108.81,2024-03-12
275,275,6067693.01,4818427.66,2024-07-12
276,276,22738191.75,18397806.06,2022-12-06
277,277,6955.89,5395.57,2023-03-17
278,278,17818636.21,14592306.04,2023-04-12
279,279,1591.12,1304.85,2024-04-10
280,280,2350799.66,2289513.01,2023-02-22
281,281,19928071.23,19651567.33,2023-03-14
282,282,11385.91,9618.45,2024-05-06
283,283,13016357.25,10414582.32,2024-05-27
284,284,1168.35,1154.8,2023-10-10
285,285,12060282.38,9603868.06,2022-12-21
286,286,14034719.41,12462395.09,2023-03-29
287,287,5230915.82,4292540.59,2023-12-27
288,288,15714071.23,12893486.21,2023-10-24
289,289,10437.9,9800.02,2022-08-19
290,290,9727.64,9715.13,2023-01-05
291,291,20206603.11,18660224.41,2022-09-28
292,292,5869267.55,5720326.75,2023-09-29
293,293,7752974.69,6948480.21,2022-11-04
294,294,7628.18,7211.49,2023-10-12
295,295,1793.4,1386.32,2022-12-05
296,296,7838.65,6501.28,2023-09-01
297,297,14181165.3,12958069.1,2024-07-03
298,298,1350.56,1223.16,2023-09-24
299,299,7331.69,6782.53,2024-04-02
300,300,2133.75,1979.89,2022-11-24
301,301,20069048.2,19853779.85,2022-11-09
302,302,10328.45,9742.98,2023-04-08
303,303,5873.13,4708.59,2023-05-18
304,304,6818347.15,6259224.21,2023-02-02
305,305,21123409.2,19165228.72,2022-11-03
306,306,3254.85,2993.07,2023-09-10
307,307,2236.76,1787.9,2023-11-24
308,308,8646.75,7759.0,2024-01-15
309,309,2498.98,1943.43,2023-11-14
310,310,17747406.81,14159815.22,2024-03-19
311,311,17607663.32,16068564.75,2023-08-09
312,312,14802305.46,12153208.77,2023-10-07
313,313,10314.58,8977.18,2022-08-05
314,314,16795485.23,16505899.76,2023-04-01
315,315,23154955.69,19750168.57,2023-11-16
316,316,8138.89,7207.34,2022-10-22
317,317,19726328.73,16545632.13,2023-08-11
318,318,7609.93,6027.1,2023-01-25
319,319,6359.67,6304.08,2023-01-19
320,320,9511.7,7672.48,2024-05-22
321,321,1701.16,1613.46,2022-12-18
322,322,1960.88,1802.34,2023-10-05
323,323,20272079.23,18754979.75,2023-11-15
324,324,8547.84,7116.18,2023-05-16
325,325,21145636.89,19987674.11,2024-07-07
326,326,5056.18,3917.09,2023-03-29
327,327,12988199.51,11650850.52,2023-04-30
328,328,10465.05,9052.72,2023-08-07
329,329,1672.35,1363.92,2022-09-06
330,330,6247.77,5014.94,2023-12-16
331,331,11820205.0,9723730.11,2022-12-25
332,332,4587699.57,3812753.3,2023-02-17
333,333,4702.25,3867.21,2023-04-26
334,334,23525081.59,19904741.26,2023-02-09
335,335,2340247.55,2328557.16,2023-11-14
336,336,2099.22,1726.84,2024-06-17
337,337,4050700.41,3755040.33,2023-02-18
338,338,6910640.28,6409129.8,2023-09-21
339,339,15121542.63,13853281.23,2023-06-23
340,340,9734891.16,9044157.6,2023-05-27
341,341,5095.74,4339.91,2022-08-13
342,342,4073490.03,3357826.75,2023-01-18
343,343,8082.67,6250.56,2022-11-13
344,344,10795955.16,10372039.25,2023-08-28
345,345,17102251.46,15462559.65,2023-07-18
346,346,5596.86,4841.89,2024-02-05
347,347,19249890.5,14935189.83,2024-01-02
348,348,17084097.61,17081921.43,2024-04-28
349,349,5562.0,5182.37,2024-03-23
350,350,4733.27,4692.58,2022-10-02
351,351,19587663.61,15860133.81,2024-06-07
352,352,9547.11,7535.36,2024-01-10
353,353,17208597.86,13596989.78,2023-05-09
354,354,9717.59,8281.95,2023-05-16
355,355,5321.02,4849.54,2024-07-09
356,356,3435.33,2952.89,2023-08-30
357,357,6248390.01,4932896.74,2024-04-08
358,358,7426.89,6339.94,2024-06-07
359,359,15605565.31,14180269.14,2024-03-24
360,360,10493512.58,8769949.97,2023-09-21
361,361,8645.78,8395.9,2024-05-10
362,362,10452.76,9393.58,2022-10-02
363,363,4611.24,3919.49,2024-06-01
364,364,20078729.87,18418055.89,2022-12-24
365,365,11401780.91,9906551.87,2023-02-26
366,366,1017.24,939.32,2023-10-23
367,367,2434.04,2388.21,2023-11-15
368,368,3933.73,3690.6,2023-10-16
369,369,1297.39,1226.31,2023-09-28
370,370,21094193.96,17622511.88,2022-12-19
371,371,9484091.36,8258644.28,2024-06-22
372,372,7824.9,6276.28,2023-02-01
373,373,7100693.88,6933076.48,2023-01-25
374,374,13118481.33,11536508.96,2024-01-07
375,375,10738.98,8751.28,2023-02-21
376,376,15722056.97,13863214.1,2022-12-05
377,377,9315984.85,7958975.52,2024-04-10
378,378,14660481.05,13625570.71,2023-11-07
379,379,11168.73,9672.1,2023-01-24
380,380,6290.39,5294.23,2024-01-28
381,381,16657020.23,13573854.25,2023-12-28
382,382,2628300.26,2224692.16,2024-04-16
383,383,5906673.67,4795774.01,2022-12-30
384,384,7860.45,7515.51,2023-01-11
385,385,13110952.31,12681220.55,2023-02-26
386,386,7701303.15,7050688.02,2022-10-12
387,387,20250657.61,17542606.79,2022-12-31
388,388,18125824.31,17553050.08,2023-01-27
389,389,9404976.53,7242986.82,2023-05-23
390,390,8517.38,6985.88,2022-12-22
391,391,2556.4,2215.46,2022-10-07
392,392,23908626.37,18764749.42,2022-12-12
393,393,16337787.44,13035186.41,2024-01-30
394,394,18434428.11,17388983.46,2023-11-10
395,395,10758.3,9762.71,2023-11-13
396,396,1340733.2,1309754.65,2022-08-11
397,397,8382.07,7148.01,2023-07-24
398,398,3308.65,2743.53,2024-08-03
399,399,10202092.99,9570961.55,2022-10-11
400,400,7553937.56,6959750.41,2023-09-20
401,401,16224565.72,13537016.9,2023-09-20
402,402,3996.61,3304.47,2023-10-01
403,403,14823125.23,11460618.11,2023-09-15
404,404,6462.12,4972.33,2024-01-30
405,405,1738.88,1399.25,2023-12-18
406,406,8329.19,6518.95,2023-08-28
407,407,18346130.92,15922194.76,2024-07-12
408,408,1326.99,1036.93,2022-09-11
409,409,13123555.16,10766593.31,2024-05-07
410,410,20011334.79,15628229.74,2023-06-12
411,411,2338.63,1825.42,2022-08-15
412,412,16692016.74,13991096.81,2024-04-26
413,413,10353.76,8889.56,2023-04-09
414,414,1378.37,1104.39,2022-12-23
415,415,15664780.18,15109576.84,2024-02-18
416,416,3300.73,2880.63,2023-09-03
417,417,6315.28,5902.99,2023-01-28
418,418,1216.57,1027.71,2023-06-11
419,419,2322.65,1799.73,2023-12-30
420,420,7349.81,7033.85,2022-10-28
421,421,2622.34,2167.96,2023-09-03
422,422,9082.48,7181.98,2022-09-24
423,423,14088818.6,11947095.21,2023-09-22
424,424,12330.9,9586.51,2023-06-26
425,425,23003482.13,19029899.15,2023-09-05
426,426,12219.57,9608.64,2023-06-11
427,427,17108650.47,15119975.47,2023-03-04
428,428,22658419.41,19884789.01,2023-06-20
429,429,12360059.04,11179758.75,2024-04-16
430,430,5565.18,5408.13,2023-05-13
431,431,6942.29,6086.79,2022-10-17
432,432,19296563.81,18384941.02,2023-05-08
433,433,1231.06,955.46,2023-03-25
434,434,7909508.15,6649555.67,2024-04-11
435,435,5982.41,4654.55,2022-08-15
436,436,8994957.65,6924220.65,2022-09-22
437,437,1397852.55,1354906.23,2023-05-01
438,438,2048.99,1686.11,2024-04-27
439,439,5918.53,5166.29,2022-12-22
440,440,2536654.19,2129211.68,2024-06-17
441,441,13642345.69,12799541.05,2022-09-16
442,442,12244294.68,9992712.75,2023-04-08
443,443,6510026.01,5528887.26,2022-10-22
444,444,1314.13,1170.11,2023-02-09
445,445,9412.44,8748.63,2023-02-13
446,446,17553338.73,17191892.7,2022-10-01
447,447,9933.73,7764.21,2024-06-28
448,448,2825.42,2499.36,2022-12-30
449,449,9386.08,8650.97,2023-02-12
450,450,7804.08,7190.38,2023-05-12
451,451,18301433.89,17211110.17,2022-08-30
452,452,6862812.49,6238339.32,2023-04-07
453,453,18069841.31,14277422.87,2023-04-12
454,454,4200.79,3266.84,2023-01-06
455,455,8630.11,7055.51,2023-02-16
456,456,4490341.95,3744823.92,2024-02-20
457,457,15117490.86,12154678.01,2023-07-22
458,458,1588.42,1340.15,2024-04-03
459,459,21460578.32,16878834.65,2024-07-13
460,460,4134.66,3190.56,2022-09-01
461,461,5732983.33,4793426.08,2022-10-12
462,462,9276399.81,8699022.82,2022-08-04
463,463,7421.08,6930.02,2024-05-19
464,464,8493.48,7139.68,2022-08-25
465,465,10116.36,7889.08,2024-04-01
466,466,1772.73,1429.41,2024-01-24
467,467,4038.43,3507.62,2023-07-30
468,468,1170.39,1069.7,2024-01-02
469,469,3906894.58,3812617.77,2024-01-11
470,470,7292.48,6084.2,2023-04-17
471,471,9878.38,7935.63,2023-09-17
472,472,17020404.06,15505120.28,2024-03-29
473,473,8809.46,8317.2,2024-06-23
474,474,13803239.19,11646965.68,2024-05-27
475,475,12105.62,9574.57,2023-02-08
476,476,10192851.83,9567964.99,2023-10-24
477,477,9526.41,9163.01,2024-05-01
478,478,19825861.03,18608793.16,2024-05-16
479,479,3526.45,3079.32,2023-06-07
480,480,2577.77,2113.57,2024-06-07
481,481,9812.82,8737.12,2023-02-02
482,482,9889.69,8436.42,2023-02-14
483,483,1266725.59,1187186.62,2023-02-09
484,484,24418115.6,19467404.48,2022-09-20
485,485,3843.48,3176.28,2022-08-16
486,486,4790.81,4678.15,2023-12-15
487,487,17297942.93,16712372.58,2024-06-13
488,488,5481534.45,4852936.5,2023-08-17
489,489,18547527.48,14804626.91,2023-05-07
490,490,12943715.41,11086552.23,2024-05-14
491,491,2927937.68,2476860.55,2024-04-23
492,492,3491.82,3396.7,2024-01-08
493,493,9236.81,7905.51,2023-01-17
494,494,2397.63,2346.94,2024-04-16
495,495,3297.19,3254.57,2024-03-15
496,496,12043236.26,9727387.65,2023-03-14
497,497,14480058.9,11424865.75,2023-11-29
498,498,1975.41,1760.35,2023-08-08
499,499,16392797.23,13256181.97,2023-08-15
500,500,9577.83,8671.79,2023-08-17
501,501,12040864.18,10203379.66,2024-07-14
502,502,5178076.68,5037445.75,2023-10-24
503,503,11524.8,9313.32,2023-07-24
504,504,2745723.63,2649192.6,2023-11-12
505,505,17027296.17,13924410.28,2024-04-29
506,506,1998.8,1686.24,2023-02-08
507,507,12122942.72,11538740.19,2023-06-19
508,508,19480872.84,18799853.87,2024-04-16
509,509,21807986.97,19688918.9,2022-08-24
510,510,10039.93,8357.34,2023-03-02
511,511,4274.31,4201.95,2023-01-06
512,512,12516.95,9673.37,2023-01-23
513,513,11733.36,9129.7,2022-09-27
514,514,1343983.57,1197211.98,2024-07-23
515,515,1532.93,1530.31,2023-12-31
516,516,20786689.55,19215666.25,2024-04-01
517,517,19176529.88,17052420.27,2023-07-02
518,518,5292.14,4883.07,2024-02-28
519,519,3027583.0,2495967.28,2023-02-15
520,520,17050678.74,15493474.52,2024-05-29
521,521,8806421.77,7556932.88,2023-07-27
522,522,20567732.49,18797680.67,2022-12-28
523,523,20291862.25,19866250.37,2023-04-22
524,524,1698843.11,1384675.99,2022-12-23
525,525,10122877.11,8279447.76,2024-03-30
526,526,9675051.5,8313435.6,2024-02-22
527,527,7222476.5,6937274.91,2023-03-06
528,528,1176.0,1125.4,2022-12-25
529,529,10233.05,9951.17,2023-12-22
530,530,20965812.21,18622103.18,2023-09-19
531,531,5541470.88,5529506.22,2024-07-10
532,532,4866.01,4105.99,2023-11-26
533,533,2250973.09,1984764.87,2023-10-26
534,534,19445129.1,16017493.41,2024-05-16
535,535,15623799.23,13061551.7,2024-05-09
536,536,2968874.9,2775774.41,2022-11-14
537,537,5224.2,4448.75,2024-01-04
538,538,4278104.74,3544774.96,2024-02-13
539,539,13782245.87,12245435.88,2024-06-24
540,540,10887.5,9405.92,2023-04-03
541,541,8879.84,6871.56,2023-04-06
542,542,4180653.67,3304758.3,2023-12-17
543,543,3998032.94,3286289.08,2023-07-12
544,544,11006.4,9878.0,2023-03-08
545,545,17936282.33,14689632.44,2023-11-04
546,546,4124878.58,3730003.44,2022-09-30
547,547,8434.51,7381.69,2023-08-17
548,548,20427529.05,17477797.79,2023-12-30
549,549,1542918.12,1512460.0,2023-01-29
550,550,3387.07,3345.1,2023-08-31
551,551,19610500.39,16165579.84,2024-07-28
552,552,10122.99,8667.11,2024-01-21
553,553,7284.99,5929.05,2023-08-02
554,554,7497.04,6327.17,2023-10-13
555,555,4873.53,4567.92,2022-11-26
556,556,10554668.64,8567792.77,2023-03-12
557,557,21361860.64,18693119.32,2023-07-13
558,558,7367797.73,7318692.66,2023-01-14
559,559,7908827.64,6372950.63,2023-09-25
560,560,16612758.92,16470618.42,2022-11-01
561,561,7510407.26,7134996.71,2023-01-29
562,562,19128950.62,17574155.61,2023-07-04
563,563,9037.06,8017.6,2024-04-06
564,564,7688.89,6252.07,2024-06-15
565,565,11427066.72,11406075.14,2024-02-07
566,566,6151.8,5403.2,2024-06-05
567,567,8210.92,7388.58,2023-11-01
568,568,10255.26,8821.75,2023-05-23
569,569,4842895.41,4595165.85,2024-02-10
570,570,1397.87,1314.57,2023-04-30
571,571,17080604.53,14554013.24,2024-05-31
572,572,7225515.45,6213697.31,2023-10-04
573,573,2282.9,1779.39,2022-10-19
574,574,5382.75,4869.82,2023-10-29
575,575,3055.56,2561.13,2023-08-26
576,576,12752169.78,11810014.54,2023-11-30
577,577,7094452.14,6359144.26,2024-01-28
578,578,4403.18,3987.82,2023-02-01
579,579,1776.32,1719.53,2024-05-17
580,580,8333182.44,6714995.09,2024-02-27
581,581,6577419.63,5233183.35,2024-04-26
582,582,10859719.35,10460351.31,2024-04-10
583,583,6514.39,5982.26,2024-07-15
584,584,2015.47,1677.87,2023-02-08
585,585,1871.1,1656.91,2024-03-14
586,586,9161907.39,7417417.91,2023-04-21
587,587,23522012.12,19118162.69,2023-08-31
588,588,5078.45,4878.49,2024-02-07
589,589,8220326.16,8018088.52,2024-07-23
590,590,2501716.27,2304747.97,2022-08-28
591,591,6766341.35,5454357.08,2023-01-24
592,592,5114180.1,4502542.11,2022-12-26
593,593,10931.74,9045.82,2022-10-05
594,594,10151728.36,8270864.2,2022-10-31
595,595,12045381.3,10613422.9,2024-02-20
596,596,2455776.08,2440165.4,2024-06-28
597,597,11796903.36,11101820.82,2022-11-10
598,598,3810.4,3084.31,2024-06-15
599,599,14648265.64,11679116.37,2024-06-02
600,600,6495.69,6210.01,2022-08-31
601,601,13657794.03,11062485.13,2024-05-24
602,602,7798.42,6476.15,2023-05-30
603,603,11907883.64,11726144.79,2023-02-26
604,604,20053513.43,18001676.9,2023-07-10
605,605,24622833.34,19801953.62,2023-10-21
606,606,8289598.0,6536366.96,2023-11-17
607,607,2479208.94,2367089.95,2023-12-18
608,608,9723.39,7670.79,2023-05-06
609,609,7022.19,6957.55,2024-03-22
610,610,1568.09,1460.23,2024-02-07
611,611,5709021.79,4991682.23,2024-02-12
612,612,9323613.8,7492950.06,2024-01-18
613,613,16555518.11,15129908.01,2024-05-12
614,614,19252101.39,15327073.74,2022-12-05
615,615,4111.94,3428.63,2023-07-24
616,616,7220.68,6347.98,2024-06-02
617,617,16536931.78,14174510.3,2023-03-14
618,618,897.74,891.66,2023-05-27
619,619,12504507.61,12199866.66,2022-10-22
620,620,4226.98,4127.03,2024-03-05
621,621,15103965.92,11906910.85,2023-03-20
622,622,17574339.66,15243724.35,2023-12-18
623,623,2174.6,1691.25,2023-10-15
624,624,2854.64,2512.27,2024-01-17
625,625,10794992.92,9770687.83,2022-10-04
626,626,2786.43,2753.89,2024-06-23
627,627,7946.62,7279.27,2023-08-19
628,628,21928851.1,17651411.61,2023-06-30
629,629,8985760.3,7217988.78,2024-04-07
630,630,4783.55,4670.6,2024-04-08
631,631,10210540.23,9472688.68,2022-12-03
632,632,10496565.31,8307523.43,2022-11-15
